data,dia_semana,numero_dia_semana,origem,familia_caixa,modelo_caixa,quantidade_caixas,fonte_classificacao,desc_embalagem_original,desc_produto_original
2024-12-03,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-01-28,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-12-10,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-02-15,sábado,5,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-01-14,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-11-26,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-02-18,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-12-31,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-03-11,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-02-25,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-01-04,sábado,5,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-03-08,sábado,5,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-12-24,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-01-08,quarta-feira,2,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-11-23,sábado,5,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-12-17,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-07-01,terça-feira,1,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-07-30,quarta-feira,2,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-05-06,terça-feira,1,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-06-10,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-07-08,terça-feira,1,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-05-13,terça-feira,1,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-05-20,terça-feira,1,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-04-15,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-04-22,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-06-03,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-10-07,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-08-30,sábado,5,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-11-25,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-11-04,terça-feira,1,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-11-18,terça-feira,1,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-09-23,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-09-16,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-09-10,quarta-feira,2,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-09-30,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-10-14,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-12-09,terça-feira,1,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2026-02-18,quarta-feira,2,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2026-03-03,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2026-02-03,terça-feira,1,TREB. MINAS,IFCO,6416,0,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-12-16,terça-feira,1,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2026-02-10,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-12-24,quarta-feira,2,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2026-01-13,terça-feira,1,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2026-01-20,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-09-24,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-10-29,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-10-22,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-10-01,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-10-19,sábado,5,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-11-05,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-10-08,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-11-12,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-02-11,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-12-31,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-03-03,segunda-feira,0,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-02-15,sábado,5,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-03-18,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-01-04,sábado,5,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-04-08,terça-feira,1,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-01-11,sábado,5,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-04-01,terça-feira,1,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-12-14,sábado,5,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-03-11,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-12-03,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-01-14,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-02-18,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-02-04,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-12-10,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-01-08,quarta-feira,2,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-03-08,sábado,5,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-11-19,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-03-25,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-11-26,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-12-17,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-11-23,sábado,5,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-12-24,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-06-03,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-05-13,terça-feira,1,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-07-01,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-07-22,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-04-15,terça-feira,1,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-07-08,terça-feira,1,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-05-06,terça-feira,1,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-05-20,terça-feira,1,TREB. MINAS,IFCO,6416,3,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-04-29,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-07-30,quarta-feira,2,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-10-07,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-04-22,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-09-10,quarta-feira,2,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-10-21,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-11-11,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-08-30,sábado,5,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-11-25,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-09-23,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-11-04,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-10-14,terça-feira,1,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-09-16,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-11-18,terça-feira,1,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-09-30,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2026-02-18,quarta-feira,2,TREB. MINAS,IFCO,6416,3,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-12-31,quarta-feira,2,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
